,gene_name,ensembl_id
5802,EHBP1L1,ENSG00000173442
5803,EHD1,ENSG00000110047
5804,EHD2,ENSG00000024422
5805,EHD3,ENSG00000013016
5806,EHD4,ENSG00000103966
5807,EHD4-AS1,ENSG00000259883
5808,EHF,ENSG00000135373
5809,EHHADH,ENSG00000113790
5810,EHMT1,ENSG00000181090
5811,EHMT2,ENSG00000204371
5812,EHMT2-AS1,ENSG00000237080
5813,EI24,ENSG00000149547
5814,EID1,ENSG00000255302
5815,EID2,ENSG00000176396
5816,EID2B,ENSG00000176401
5817,EID3,ENSG00000255150
5818,EIF1,ENSG00000173812
5819,EIF1AD,ENSG00000175376
5820,EIF1AX,ENSG00000173674
5821,EIF1AX-AS1,ENSG00000225037
5822,EIF1AY,ENSG00000198692
5823,EIF1B,ENSG00000114784
5824,EIF2A,ENSG00000144895
5825,EIF2AK1,ENSG00000086232
5826,EIF2AK2,ENSG00000055332
5827,EIF2AK3,ENSG00000172071
5828,EIF2AK4,ENSG00000128829
5829,EIF2B1,ENSG00000111361
5830,EIF2B2,ENSG00000119718
5831,EIF2B3,ENSG00000070785
5832,EIF2B4,ENSG00000115211
5833,EIF2B5,ENSG00000145191
5834,EIF2B5-AS1,ENSG00000230215
5835,EIF2D,ENSG00000143486
5836,EIF2S1,ENSG00000134001
5837,EIF2S2,ENSG00000125977
5838,EIF2S3,ENSG00000130741
5839,EIF2S3L,ENSG00000180574
5840,EIF3A,ENSG00000107581
5841,EIF3B,ENSG00000106263
5842,EIF3C,ENSG00000184110
5843,EIF3CL,ENSG00000205609
5844,EIF3D,ENSG00000100353
5845,EIF3E,ENSG00000104408
5846,EIF3F,ENSG00000175390
5847,EIF3G,ENSG00000130811
5848,EIF3H,ENSG00000147677
5849,EIF3I,ENSG00000084623
5850,EIF3J,ENSG00000104131
5851,EIF3J-AS1,ENSG00000179523
5852,EIF3K,ENSG00000178982
5853,EIF3L,ENSG00000100129
5854,EIF3M,ENSG00000149100
5855,EIF4A1,ENSG00000161960
5856,EIF4A2,ENSG00000156976
5857,EIF4A3,ENSG00000141543
5858,EIF4B,ENSG00000063046
5859,EIF4E,ENSG00000151247
5860,EIF4E2,ENSG00000135930
5861,EIF4E3,ENSG00000163412
5862,EIF4EBP1,ENSG00000187840
5863,EIF4EBP2,ENSG00000148730
5864,EIF4EBP3,ENSG00000243056
5865,EIF4ENIF1,ENSG00000184708
5866,EIF4G1,ENSG00000114867
5867,EIF4G2,ENSG00000110321
5868,EIF4G3,ENSG00000075151
5869,EIF4H,ENSG00000106682
5870,EIF5,ENSG00000100664
5871,EIF5A,ENSG00000132507
5872,EIF5A2,ENSG00000163577
5873,EIF5AL1,ENSG00000253626
5874,EIF5B,ENSG00000158417
5875,EIF6,ENSG00000242372
5876,ELAC1,ENSG00000141642
5877,ELAC2,ENSG00000006744
5878,ELANE,ENSG00000197561
5879,ELAVL1,ENSG00000066044
5880,ELAVL2,ENSG00000107105
5881,ELAVL3,ENSG00000196361
5882,ELAVL4,ENSG00000162374
5883,ELF1,ENSG00000120690
5884,ELF2,ENSG00000109381
5885,ELF3,ENSG00000163435
5886,ELF4,ENSG00000102034
5887,ELF5,ENSG00000135374
5888,ELFN1,ENSG00000225968
5889,ELFN1-AS1,ENSG00000236081
5890,ELFN2,ENSG00000166897
5891,ELK1,ENSG00000126767
5892,ELK3,ENSG00000111145
5893,ELK4,ENSG00000158711
5894,ELL,ENSG00000105656
5895,ELL2,ENSG00000118985
5896,ELL3,ENSG00000128886
5897,ELMO1,ENSG00000155849
5898,ELMO1-AS1,ENSG00000224101
5899,ELMO2,ENSG00000062598
5900,ELMO3,ENSG00000102890
5901,ELMOD1,ENSG00000110675
5902,ELMOD2,ENSG00000179387
5903,ELMOD3,ENSG00000115459
5904,ELMSAN1,ENSG00000156030
5905,ELN,ENSG00000049540
5906,ELOF1,ENSG00000130165
5907,ELOVL1,ENSG00000066322
5908,ELOVL2,ENSG00000197977
5909,ELOVL3,ENSG00000119915
5910,ELOVL4,ENSG00000118402
5911,ELOVL5,ENSG00000012660
5912,ELOVL6,ENSG00000170522
5913,ELOVL7,ENSG00000164181
5914,ELP2,ENSG00000134759
5915,ELP3,ENSG00000134014
5916,ELP4,ENSG00000109911
5917,ELP5,ENSG00000170291
5918,ELP6,ENSG00000163832
5919,EMB,ENSG00000170571
5920,EMC1,ENSG00000127463
5921,EMC10,ENSG00000161671
5922,EMC2,ENSG00000104412
5923,EMC3,ENSG00000125037
5924,EMC4,ENSG00000128463
5925,EMC6,ENSG00000127774
5926,EMC7,ENSG00000134153
5927,EMC8,ENSG00000131148
5928,EMC9,ENSG00000100908
5929,EMCN,ENSG00000164035
5930,EMD,ENSG00000102119
5931,EME1,ENSG00000154920
5932,EME2,ENSG00000197774
5933,EMG1,ENSG00000126749
5934,EMID1,ENSG00000186998
5935,EMILIN1,ENSG00000138080
5936,EMILIN2,ENSG00000132205
5937,EMILIN3,ENSG00000183798
5938,EML1,ENSG00000066629
5939,EML2,ENSG00000125746
5940,EML3,ENSG00000149499
5941,EML4,ENSG00000143924
5942,EML5,ENSG00000165521
5943,EML6,ENSG00000214595
5944,EMP1,ENSG00000134531
5945,EMP2,ENSG00000213853
5946,EMP3,ENSG00000142227
5947,EMSY,ENSG00000158636
5948,EMX1,ENSG00000135638
5949,EMX2,ENSG00000170370
5950,EMX2OS,ENSG00000229847
5951,EN1,ENSG00000163064
5952,EN2,ENSG00000164778
5953,ENAH,ENSG00000154380
5954,ENAM,ENSG00000132464
5955,ENC1,ENSG00000171617
5956,ENDOD1,ENSG00000149218
5957,ENDOG,ENSG00000167136
5958,ENDOU,ENSG00000111405
5959,ENDOV,ENSG00000173818
5960,ENG,ENSG00000106991
5961,ENGASE,ENSG00000167280
5962,ENHO,ENSG00000168913
5963,ENKD1,ENSG00000124074
5964,ENKUR,ENSG00000151023
5965,ENO1,ENSG00000074800
5966,ENO1-AS1,ENSG00000230679
5967,ENO2,ENSG00000111674
5968,ENO3,ENSG00000108515
5969,ENO4,ENSG00000188316
5970,ENOPH1,ENSG00000145293
5971,ENOSF1,ENSG00000132199
5972,ENOX1,ENSG00000120658
5973,ENOX1-AS1,ENSG00000233821
5974,ENOX2,ENSG00000165675
5975,ENPEP,ENSG00000138792
5976,ENPP1,ENSG00000197594
5977,ENPP2,ENSG00000136960
5978,ENPP3,ENSG00000154269
5979,ENPP4,ENSG00000001561
5980,ENPP5,ENSG00000112796
5981,ENPP6,ENSG00000164303
5982,ENPP7,ENSG00000182156
5983,ENSA,ENSG00000143420
5984,ENTHD1,ENSG00000176177
5985,ENTHD2,ENSG00000167302
5986,ENTPD1,ENSG00000138185
5987,ENTPD1-AS1,ENSG00000226688
5988,ENTPD2,ENSG00000054179
5989,ENTPD3,ENSG00000168032
5990,ENTPD3-AS1,ENSG00000223797
5991,ENTPD4,ENSG00000197217
5992,ENTPD5,ENSG00000187097
5993,ENTPD6,ENSG00000197586
5994,ENTPD7,ENSG00000198018
5995,ENY2,ENSG00000120533
5996,EOGT,ENSG00000163378
5997,EOMES,ENSG00000163508
5998,EP300,ENSG00000100393
5999,EP300-AS1,ENSG00000231993
6000,EP400,ENSG00000183495
6001,EP400NL,ENSG00000185684
6002,EPAS1,ENSG00000116016
6003,EPB41,ENSG00000159023
6004,EPB41L1,ENSG00000088367
6005,EPB41L2,ENSG00000079819
6006,EPB41L3,ENSG00000082397
6007,EPB41L4A,ENSG00000129595
6008,EPB41L4A-AS1,ENSG00000224032
6009,EPB41L4A-AS2,ENSG00000278921
6010,EPB41L4B,ENSG00000095203
6011,EPB41L5,ENSG00000115109
6012,EPB42,ENSG00000166947
6013,EPC1,ENSG00000120616
6014,EPC2,ENSG00000135999
6015,EPCAM,ENSG00000119888
6016,EPDR1,ENSG00000086289
6017,EPG5,ENSG00000152223
6018,EPGN,ENSG00000182585
6019,EPHA1,ENSG00000146904
6020,EPHA1-AS1,ENSG00000229153
6021,EPHA10,ENSG00000183317
6022,EPHA2,ENSG00000142627
6023,EPHA3,ENSG00000044524
6024,EPHA4,ENSG00000116106
6025,EPHA5,ENSG00000145242
6026,EPHA5-AS1,ENSG00000250846
6027,EPHA6,ENSG00000080224
6028,EPHA7,ENSG00000135333
6029,EPHA8,ENSG00000070886
6030,EPHB1,ENSG00000154928
6031,EPHB2,ENSG00000133216
6032,EPHB3,ENSG00000182580
6033,EPHB4,ENSG00000196411
6034,EPHB6,ENSG00000106123
6035,EPHX1,ENSG00000143819
6036,EPHX2,ENSG00000120915
6037,EPHX3,ENSG00000105131
6038,EPHX4,ENSG00000172031
6039,EPM2A,ENSG00000112425
6040,EPM2AIP1,ENSG00000178567
6041,EPN1,ENSG00000063245
6042,EPN2,ENSG00000072134
6043,EPN2-AS1,ENSG00000235397
6044,EPN3,ENSG00000049283
6045,EPO,ENSG00000130427
6046,EPOR,ENSG00000187266
6047,EPPK1,ENSG00000261150
6048,EPRS,ENSG00000136628
6049,EPS15,ENSG00000085832
6050,EPS15L1,ENSG00000127527
6051,EPS8,ENSG00000151491
6052,EPS8L1,ENSG00000131037
6053,EPS8L2,ENSG00000177106
6054,EPSTI1,ENSG00000133106
6055,EPT1,ENSG00000138018
6056,EPYC,ENSG00000083782
6057,EQTN,ENSG00000120160
6058,ERAL1,ENSG00000132591
6059,ERAP1,ENSG00000164307
6060,ERAP2,ENSG00000164308
6061,ERAS,ENSG00000187682
6062,ERBB2,ENSG00000141736
6063,ERBB2IP,ENSG00000112851
6064,ERBB3,ENSG00000065361
6065,ERBB4,ENSG00000178568
6066,ERC1,ENSG00000082805
6067,ERC2,ENSG00000187672
6068,ERCC1,ENSG00000012061
6069,ERCC2,ENSG00000104884
6070,ERCC3,ENSG00000163161
6071,ERCC4,ENSG00000175595
6072,ERCC5,ENSG00000134899
6073,ERCC6,ENSG00000225830
6074,ERCC6-PGBD3,ENSG00000258838
6075,ERCC6L,ENSG00000186871
6076,ERCC6L2,ENSG00000182150
6077,ERCC8,ENSG00000049167
6078,EREG,ENSG00000124882
6079,ERF,ENSG00000105722
6080,ERG,ENSG00000157554
6081,ERGIC1,ENSG00000113719
6082,ERGIC2,ENSG00000087502
6083,ERGIC3,ENSG00000125991
6084,ERH,ENSG00000100632
6085,ERI1,ENSG00000104626
6086,ERI2,ENSG00000196678
6087,ERI3,ENSG00000117419
6088,ERICD,ENSG00000280303
6089,ERICH1,ENSG00000104714
6090,ERICH1-AS1,ENSG00000237647
6091,ERICH2,ENSG00000204334
6092,ERICH3,ENSG00000178965
6093,ERICH4,ENSG00000204978
6094,ERICH5,ENSG00000177459
6095,ERICH6,ENSG00000163645
6096,ERICH6-AS1,ENSG00000240137
6097,ERLEC1,ENSG00000068912
6098,ERLIN1,ENSG00000107566
6099,ERLIN2,ENSG00000147475
6100,ERMAP,ENSG00000164010
6101,ERMARD,ENSG00000130023
6102,ERMN,ENSG00000136541
6103,ERMP1,ENSG00000099219
6104,ERN1,ENSG00000178607
6105,ERN2,ENSG00000134398
6106,ERO1A,ENSG00000197930
6107,ERO1B,ENSG00000086619
6108,ERP27,ENSG00000139055
6109,ERP29,ENSG00000089248
6110,ERP44,ENSG00000023318
6111,ERRFI1,ENSG00000116285
6112,ERV3-1,ENSG00000213462
6113,ERVFRD-1,ENSG00000244476
6114,ERVH48-1,ENSG00000233056
6115,ERVK-28,ENSG00000267696
6116,ERVK3-1,ENSG00000142396
6117,ERVMER34-1,ENSG00000226887
6118,ERVMER61-1,ENSG00000230426
6119,ERVW-1,ENSG00000242950
6120,ESAM,ENSG00000149564
6121,ESCO1,ENSG00000141446
6122,ESCO2,ENSG00000171320
6123,ESD,ENSG00000139684
6124,ESF1,ENSG00000089048
6125,ESM1,ENSG00000164283
6126,ESPL1,ENSG00000135476
6127,ESPN,ENSG00000187017
6128,ESPNL,ENSG00000144488
6129,ESR1,ENSG00000091831
6130,ESR2,ENSG00000140009
6131,ESRP1,ENSG00000104413
6132,ESRP2,ENSG00000103067
6133,ESRRA,ENSG00000173153
6134,ESRRB,ENSG00000119715
6135,ESRRG,ENSG00000196482
6136,ESYT1,ENSG00000139641
6137,ESYT2,ENSG00000117868
6138,ESYT3,ENSG00000158220
6139,ETAA1,ENSG00000143971
6140,ETF1,ENSG00000120705
6141,ETFA,ENSG00000140374
6142,ETFB,ENSG00000105379
6143,ETFDH,ENSG00000171503
6144,ETHE1,ENSG00000105755
6145,ETNK1,ENSG00000139163
6146,ETNK2,ENSG00000143845
6147,ETNPPL,ENSG00000164089
6148,ETS1,ENSG00000134954
6149,ETS2,ENSG00000157557
6150,ETV1,ENSG00000006468
6151,ETV2,ENSG00000105672
6152,ETV3,ENSG00000117036
6153,ETV3L,ENSG00000253831
6154,ETV4,ENSG00000175832
6155,ETV5,ENSG00000244405
6156,ETV6,ENSG00000139083
6157,ETV7,ENSG00000010030
6158,EVA1A,ENSG00000115363
6159,EVA1B,ENSG00000142694
6160,EVA1C,ENSG00000166979
6161,EVC,ENSG00000072840
6162,EVC2,ENSG00000173040
6163,EVI2A,ENSG00000126860
6164,EVI2B,ENSG00000185862
6165,EVI5,ENSG00000067208
6166,EVI5L,ENSG00000142459
6167,EVL,ENSG00000196405
6168,EVPL,ENSG00000167880
6169,EVPLL,ENSG00000214860
6170,EVX1,ENSG00000106038
6171,EWSAT1,ENSG00000212766
6172,EWSR1,ENSG00000182944
6173,EXD1,ENSG00000178997
6174,EXD2,ENSG00000081177
6175,EXD3,ENSG00000187609
6176,EXO1,ENSG00000174371
6177,EXO5,ENSG00000164002
6178,EXOC1,ENSG00000090989
6179,EXOC2,ENSG00000112685
6180,EXOC3,ENSG00000180104
6181,EXOC3-AS1,ENSG00000221990
6182,EXOC3L1,ENSG00000179044
6183,EXOC3L2,ENSG00000130201
6184,EXOC3L4,ENSG00000205436
6185,EXOC4,ENSG00000131558
6186,EXOC5,ENSG00000070367
6187,EXOC6,ENSG00000138190
6188,EXOC6B,ENSG00000144036
6189,EXOC7,ENSG00000182473
6190,EXOC8,ENSG00000116903
6191,EXOG,ENSG00000157036
6192,EXOSC1,ENSG00000171311
6193,EXOSC10,ENSG00000171824
6194,EXOSC2,ENSG00000130713
6195,EXOSC3,ENSG00000107371
6196,EXOSC4,ENSG00000178896
6197,EXOSC5,ENSG00000077348
6198,EXOSC6,ENSG00000223496
6199,EXOSC7,ENSG00000075914
6200,EXOSC8,ENSG00000120699
6201,EXOSC9,ENSG00000123737
6202,EXPH5,ENSG00000110723
6203,EXT1,ENSG00000182197
6204,EXT2,ENSG00000151348
6205,EXTL1,ENSG00000158008
6206,EXTL2,ENSG00000162694
6207,EXTL3,ENSG00000012232
6208,EXTL3-AS1,ENSG00000246339
6209,EYA1,ENSG00000104313
6210,EYA2,ENSG00000064655
6211,EYA3,ENSG00000158161
6212,EYA4,ENSG00000112319
6213,EYS,ENSG00000188107
6214,EZH1,ENSG00000108799
6215,EZH2,ENSG00000106462
6216,EZR,ENSG00000092820
6217,EZR-AS1,ENSG00000233893
6218,F10,ENSG00000126218
6219,F11,ENSG00000088926
6220,F11-AS1,ENSG00000251165
6221,F11R,ENSG00000158769
6222,F12,ENSG00000131187
6223,F13A1,ENSG00000124491
6224,F2R,ENSG00000181104
6225,F2RL1,ENSG00000164251
6226,F2RL2,ENSG00000164220
6227,F2RL3,ENSG00000127533
6228,F3,ENSG00000117525
6229,F5,ENSG00000198734
6230,F7,ENSG00000057593
6231,F8,ENSG00000185010
6232,F8A1,ENSG00000277203
6233,F8A3,ENSG00000277150
6234,FA2H,ENSG00000103089
6235,FAAH,ENSG00000117480
6236,FAAH2,ENSG00000165591
6237,FAAP100,ENSG00000185504
6238,FAAP20,ENSG00000162585
6239,FAAP24,ENSG00000131944
6240,FABP1,ENSG00000163586
6241,FABP2,ENSG00000145384
6242,FABP3,ENSG00000121769
6243,FABP4,ENSG00000170323
6244,FABP5,ENSG00000164687
6245,FABP6,ENSG00000170231
6246,FADD,ENSG00000168040
6247,FADS1,ENSG00000149485
6248,FADS2,ENSG00000134824
6249,FADS3,ENSG00000221968
6250,FADS6,ENSG00000172782
6251,FAF1,ENSG00000185104
6252,FAF2,ENSG00000113194
6253,FAH,ENSG00000103876
6254,FAHD1,ENSG00000180185
6255,FAHD2A,ENSG00000115042
6256,FAHD2B,ENSG00000144199
6257,FAIM,ENSG00000158234
6258,FAIM2,ENSG00000135472
6259,FALEC,ENSG00000228126
6260,FAM101A,ENSG00000178882
6261,FAM101B,ENSG00000183688
6262,FAM102A,ENSG00000167106
6263,FAM102B,ENSG00000162636
6264,FAM103A1,ENSG00000169612
6265,FAM104A,ENSG00000133193
6266,FAM104B,ENSG00000182518
6267,FAM105A,ENSG00000145569
6268,FAM106A,ENSG00000213077
6269,FAM107A,ENSG00000168309
6270,FAM107B,ENSG00000065809
6271,FAM109A,ENSG00000198324
6272,FAM109B,ENSG00000177096
6273,FAM110A,ENSG00000125898
6274,FAM110B,ENSG00000169122
6275,FAM110C,ENSG00000184731
6276,FAM110D,ENSG00000197245
6277,FAM111A,ENSG00000166801
6278,FAM111B,ENSG00000189057
6279,FAM114A1,ENSG00000197712
6280,FAM114A2,ENSG00000055147
6281,FAM117A,ENSG00000121104
6282,FAM117B,ENSG00000138439
6283,FAM118A,ENSG00000100376
6284,FAM118B,ENSG00000197798
6285,FAM120A,ENSG00000048828
6286,FAM120AOS,ENSG00000188938
6287,FAM120B,ENSG00000112584
6288,FAM120C,ENSG00000184083
6289,FAM122A,ENSG00000187866
6290,FAM122B,ENSG00000156504
6291,FAM122C,ENSG00000156500
6292,FAM124A,ENSG00000150510
6293,FAM124B,ENSG00000124019
6294,FAM126A,ENSG00000122591
6295,FAM126B,ENSG00000155744
6296,FAM127A,ENSG00000134590
6297,FAM127B,ENSG00000203950
6298,FAM127C,ENSG00000212747
6299,FAM129A,ENSG00000135842
6300,FAM129B,ENSG00000136830
6301,FAM129C,ENSG00000167483
6302,FAM131A,ENSG00000175182
6303,FAM131B,ENSG00000159784
6304,FAM131C,ENSG00000185519
6305,FAM132A,ENSG00000184163
6306,FAM132B,ENSG00000178752
6307,FAM133A,ENSG00000179083
6308,FAM133B,ENSG00000234545
6309,FAM134A,ENSG00000144567
6310,FAM134B,ENSG00000154153
6311,FAM134C,ENSG00000141699
6312,FAM135A,ENSG00000082269
6313,FAM135B,ENSG00000147724
6314,FAM136A,ENSG00000035141
6315,FAM138B,ENSG00000226516
6316,FAM13A,ENSG00000138640
6317,FAM13A-AS1,ENSG00000248019
6318,FAM13B,ENSG00000031003
6319,FAM13C,ENSG00000148541
6320,FAM149A,ENSG00000109794
6321,FAM149B1,ENSG00000138286
6322,FAM150B,ENSG00000189292
6323,FAM151B,ENSG00000152380
6324,FAM153A,ENSG00000170074
6325,FAM153B,ENSG00000182230
6326,FAM153C,ENSG00000204677
6327,FAM155A,ENSG00000204442
6328,FAM155B,ENSG00000130054
6329,FAM156A,ENSG00000268350
6330,FAM156B,ENSG00000179304
6331,FAM157C,ENSG00000260528
6332,FAM159A,ENSG00000182183
6333,FAM160A1,ENSG00000164142
6334,FAM160A2,ENSG00000051009
6335,FAM160B1,ENSG00000151553
6336,FAM160B2,ENSG00000158863
6337,FAM161A,ENSG00000170264
6338,FAM161B,ENSG00000156050
6339,FAM162A,ENSG00000114023
6340,FAM162B,ENSG00000183807
6341,FAM166A,ENSG00000188163
6342,FAM166B,ENSG00000215187
6343,FAM167A,ENSG00000154319
6344,FAM167B,ENSG00000183615
6345,FAM168A,ENSG00000054965
6346,FAM168B,ENSG00000152102
6347,FAM169A,ENSG00000198780
6348,FAM169B,ENSG00000185087
6349,FAM170B,ENSG00000172538
6350,FAM170B-AS1,ENSG00000234736
6351,FAM171A1,ENSG00000148468
6352,FAM171A2,ENSG00000161682
6353,FAM171B,ENSG00000144369
6354,FAM172A,ENSG00000113391
6355,FAM173A,ENSG00000103254
6356,FAM173B,ENSG00000150756
6357,FAM174A,ENSG00000174132
6358,FAM174B,ENSG00000185442
6359,FAM175A,ENSG00000163322
6360,FAM175B,ENSG00000165660
6361,FAM177A1,ENSG00000151327
6362,FAM177B,ENSG00000197520
6363,FAM178B,ENSG00000168754
6364,FAM179A,ENSG00000189350
6365,FAM179B,ENSG00000198718
6366,FAM180A,ENSG00000189320
6367,FAM180B,ENSG00000196666
6368,FAM181A-AS1,ENSG00000258584
6369,FAM181B,ENSG00000182103
6370,FAM182B,ENSG00000175170
6371,FAM183A,ENSG00000186973
6372,FAM184A,ENSG00000111879
6373,FAM184B,ENSG00000047662
6374,FAM185A,ENSG00000222011
6375,FAM186A,ENSG00000185958
6376,FAM186B,ENSG00000135436
6377,FAM187B,ENSG00000177558
6378,FAM188A,ENSG00000148481
6379,FAM188B,ENSG00000106125
6380,FAM189A1,ENSG00000104059
6381,FAM189A2,ENSG00000135063
6382,FAM189B,ENSG00000160767
6383,FAM192A,ENSG00000172775
6384,FAM193A,ENSG00000125386
6385,FAM193B,ENSG00000146067
6386,FAM195A,ENSG00000172366
6387,FAM195B,ENSG00000225663
6388,FAM196A,ENSG00000188916
6389,FAM196B,ENSG00000204767
6390,FAM198A,ENSG00000144649
6391,FAM198B,ENSG00000164125
6392,FAM199X,ENSG00000123575
6393,FAM19A1,ENSG00000183662
6394,FAM19A2,ENSG00000198673
6395,FAM19A3,ENSG00000184599
6396,FAM19A5,ENSG00000219438
6397,FAM200A,ENSG00000221909
6398,FAM200B,ENSG00000237765
6399,FAM201A,ENSG00000204860
6400,FAM204A,ENSG00000165669
6401,FAM206A,ENSG00000119328
6402,FAM207A,ENSG00000160256
6403,FAM208A,ENSG00000163946
6404,FAM208B,ENSG00000108021
6405,FAM209A,ENSG00000124103
6406,FAM209B,ENSG00000213714
6407,FAM20A,ENSG00000108950
6408,FAM20B,ENSG00000116199
6409,FAM20C,ENSG00000177706
6410,FAM210A,ENSG00000177150
6411,FAM210B,ENSG00000124098
6412,FAM212A,ENSG00000185614
6413,FAM212B,ENSG00000197852
6414,FAM212B-AS1,ENSG00000227811
6415,FAM213A,ENSG00000122378
6416,FAM213B,ENSG00000157870
6417,FAM214A,ENSG00000047346
6418,FAM214B,ENSG00000005238
6419,FAM215A,ENSG00000267496
6420,FAM215B,ENSG00000232300
6421,FAM216A,ENSG00000204856
6422,FAM217B,ENSG00000196227
6423,FAM218A,ENSG00000250486
6424,FAM219A,ENSG00000164970
6425,FAM219B,ENSG00000178761
6426,FAM21A,ENSG00000099290
6427,FAM21C,ENSG00000172661
6428,FAM220A,ENSG00000178397
6429,FAM221A,ENSG00000188732
6430,FAM221B,ENSG00000204930
6431,FAM222A,ENSG00000139438
6432,FAM222A-AS1,ENSG00000255650
6433,FAM222B,ENSG00000173065
6434,FAM225A,ENSG00000231528
6435,FAM225B,ENSG00000225684
6436,FAM227A,ENSG00000184949
6437,FAM227B,ENSG00000166262
6438,FAM228A,ENSG00000186453
6439,FAM228B,ENSG00000219626
6440,FAM229A,ENSG00000225828
6441,FAM229B,ENSG00000203778
6442,FAM230A,ENSG00000277870
6443,FAM231D,ENSG00000272058
6444,FAM234A,ENSG00000167930
6445,FAM234B,ENSG00000084444
6446,FAM24B,ENSG00000213185
6447,FAM26D,ENSG00000164451
6448,FAM26E,ENSG00000178033
6449,FAM26F,ENSG00000188820
6450,FAM27C,ENSG00000154537
6451,FAM32A,ENSG00000105058
6452,FAM35A,ENSG00000122376
6453,FAM3A,ENSG00000071889
6454,FAM3B,ENSG00000183844
6455,FAM3C,ENSG00000196937
6456,FAM3D,ENSG00000198643
6457,FAM3D-AS1,ENSG00000244383
6458,FAM41C,ENSG00000230368
6459,FAM43A,ENSG00000185112
6460,FAM43B,ENSG00000183114
6461,FAM45A,ENSG00000119979
6462,FAM46A,ENSG00000112773
6463,FAM46B,ENSG00000158246
6464,FAM46C,ENSG00000183508
6465,FAM47E,ENSG00000189157
6466,FAM49A,ENSG00000197872
6467,FAM49B,ENSG00000153310
6468,FAM50A,ENSG00000071859
6469,FAM50B,ENSG00000145945
6470,FAM53A,ENSG00000174137
6471,FAM53B,ENSG00000189319
6472,FAM53B-AS1,ENSG00000233334
6473,FAM53C,ENSG00000120709
6474,FAM57A,ENSG00000167695
6475,FAM57B,ENSG00000149926
6476,FAM58A,ENSG00000262919
6477,FAM60A,ENSG00000139146
6478,FAM63A,ENSG00000143409
6479,FAM63B,ENSG00000128923
6480,FAM64A,ENSG00000129195
6481,FAM65A,ENSG00000039523
6482,FAM65B,ENSG00000111913
6483,FAM65C,ENSG00000042062
6484,FAM66A,ENSG00000227888
6485,FAM66B,ENSG00000215374
6486,FAM66C,ENSG00000226711
6487,FAM66D,ENSG00000255052
6488,FAM66E,ENSG00000225725
6489,FAM69A,ENSG00000154511
6490,FAM69B,ENSG00000165716
6491,FAM69C,ENSG00000187773
6492,FAM71A,ENSG00000162771
6493,FAM71B,ENSG00000170613
6494,FAM71D,ENSG00000172717
6495,FAM71E1,ENSG00000142530
6496,FAM71F2,ENSG00000205085
6497,FAM72A,ENSG00000196550
6498,FAM72B,ENSG00000188610
6499,FAM72C,ENSG00000263513
6500,FAM72D,ENSG00000215784
6501,FAM73A,ENSG00000180488
6502,FAM73B,ENSG00000148343
6503,FAM74A1,ENSG00000215112
6504,FAM74A6,ENSG00000274516
6505,FAM76A,ENSG00000009780
6506,FAM76B,ENSG00000077458
6507,FAM78A,ENSG00000126882
6508,FAM78B,ENSG00000188859
6509,FAM81A,ENSG00000157470
6510,FAM81B,ENSG00000153347
6511,FAM83A,ENSG00000147689
6512,FAM83A-AS1,ENSG00000204949
6513,FAM83B,ENSG00000168143
6514,FAM83C-AS1,ENSG00000235214
6515,FAM83D,ENSG00000101447
6516,FAM83E,ENSG00000105523
6517,FAM83F,ENSG00000133477
6518,FAM83G,ENSG00000188522
6519,FAM83H,ENSG00000180921
6520,FAM84A,ENSG00000162981
6521,FAM84B,ENSG00000168672
6522,FAM85B,ENSG00000253893
6523,FAM86B1,ENSG00000186523
6524,FAM86B2,ENSG00000145002
6525,FAM86C1,ENSG00000158483
6526,FAM87B,ENSG00000177757
6527,FAM89A,ENSG00000182118
6528,FAM89B,ENSG00000176973
6529,FAM8A1,ENSG00000137414
6530,FAM90A1,ENSG00000171847
6531,FAM91A1,ENSG00000176853
6532,FAM92A1,ENSG00000188343
6533,FAM92B,ENSG00000153789
6534,FAM95B1,ENSG00000223839
6535,FAM95C,ENSG00000273036
6536,FAM96A,ENSG00000166797
6537,FAM96B,ENSG00000166595
6538,FAM98A,ENSG00000119812
6539,FAM98B,ENSG00000171262
6540,FAM98C,ENSG00000130244
6541,FAM9B,ENSG00000177138
6542,FAM9C,ENSG00000187268
6543,FAN1,ENSG00000198690
6544,FANCA,ENSG00000187741
6545,FANCB,ENSG00000181544
6546,FANCC,ENSG00000158169
6547,FANCD2,ENSG00000144554
6548,FANCD2OS,ENSG00000163705
6549,FANCE,ENSG00000112039
6550,FANCF,ENSG00000183161
6551,FANCG,ENSG00000221829
6552,FANCI,ENSG00000140525
6553,FANCL,ENSG00000115392
6554,FANCM,ENSG00000187790
6555,FANK1,ENSG00000203780
6556,FAP,ENSG00000078098
6557,FAR1,ENSG00000197601
6558,FAR2,ENSG00000064763
6559,FARP1,ENSG00000152767
6560,FARP1-AS1,ENSG00000231194
6561,FARP2,ENSG00000006607
6562,FARS2,ENSG00000145982
6563,FARSA,ENSG00000179115
6564,FARSA-AS1,ENSG00000266975
6565,FARSB,ENSG00000116120
6566,FAS,ENSG00000026103
6567,FASLG,ENSG00000117560
6568,FASN,ENSG00000169710
6569,FASTK,ENSG00000164896
6570,FASTKD1,ENSG00000138399
6571,FASTKD2,ENSG00000118246
6572,FASTKD3,ENSG00000124279
6573,FASTKD5,ENSG00000215251
6574,FAT1,ENSG00000083857
