,gene_name,ensembl_id
18975,SPRYD7,ENSG00000123178
18976,SPSB1,ENSG00000171621
18977,SPSB2,ENSG00000111671
18978,SPSB3,ENSG00000162032
18979,SPSB4,ENSG00000175093
18980,SPTA1,ENSG00000163554
18981,SPTAN1,ENSG00000197694
18982,SPTB,ENSG00000070182
18983,SPTBN1,ENSG00000115306
18984,SPTBN2,ENSG00000173898
18985,SPTBN4,ENSG00000160460
18986,SPTBN5,ENSG00000137877
18987,SPTLC1,ENSG00000090054
18988,SPTLC2,ENSG00000100596
18989,SPTLC3,ENSG00000172296
18990,SPTSSA,ENSG00000165389
18991,SPTSSB,ENSG00000196542
18992,SPTY2D1,ENSG00000179119
18993,SPTY2D1-AS1,ENSG00000247595
18994,SPX,ENSG00000134548
18995,SQLE,ENSG00000104549
18996,SQRDL,ENSG00000137767
18997,SQSTM1,ENSG00000161011
18998,SRA1,ENSG00000213523
18999,SRBD1,ENSG00000068784
19000,SRC,ENSG00000197122
19001,SRCAP,ENSG00000080603
19002,SRCIN1,ENSG00000277363
19003,SRD5A1,ENSG00000145545
19004,SRD5A3,ENSG00000128039
19005,SREBF1,ENSG00000072310
19006,SREBF2,ENSG00000198911
19007,SREK1,ENSG00000153914
19008,SREK1IP1,ENSG00000153006
19009,SRF,ENSG00000112658
19010,SRFBP1,ENSG00000151304
19011,SRGAP1,ENSG00000196935
19012,SRGAP2,ENSG00000266028
19013,SRGAP2-AS1,ENSG00000230806
19014,SRGAP2B,ENSG00000196369
19015,SRGAP2C,ENSG00000171943
19016,SRGAP3,ENSG00000196220
19017,SRGAP3-AS2,ENSG00000228723
19018,SRGN,ENSG00000122862
19019,SRI,ENSG00000075142
19020,SRL,ENSG00000185739
19021,SRM,ENSG00000116649
19022,SRP14,ENSG00000140319
19023,SRP14-AS1,ENSG00000248508
19024,SRP19,ENSG00000153037
19025,SRP54,ENSG00000100883
19026,SRP68,ENSG00000167881
19027,SRP72,ENSG00000174780
19028,SRP9,ENSG00000143742
19029,SRPK1,ENSG00000096063
19030,SRPK2,ENSG00000135250
19031,SRPK3,ENSG00000184343
19032,SRPRA,ENSG00000182934
19033,SRPRB,ENSG00000144867
19034,SRPX,ENSG00000101955
19035,SRPX2,ENSG00000102359
19036,SRR,ENSG00000167720
19037,SRRD,ENSG00000100104
19038,SRRM1,ENSG00000133226
19039,SRRM2,ENSG00000167978
19040,SRRM2-AS1,ENSG00000205913
19041,SRRM3,ENSG00000177679
19042,SRRM4,ENSG00000139767
19043,SRRM5,ENSG00000226763
19044,SRRT,ENSG00000087087
19045,SRSF1,ENSG00000136450
19046,SRSF10,ENSG00000188529
19047,SRSF11,ENSG00000116754
19048,SRSF12,ENSG00000154548
19049,SRSF2,ENSG00000161547
19050,SRSF3,ENSG00000112081
19051,SRSF4,ENSG00000116350
19052,SRSF5,ENSG00000100650
19053,SRSF6,ENSG00000124193
19054,SRSF7,ENSG00000115875
19055,SRSF8,ENSG00000263465
19056,SRSF9,ENSG00000111786
19057,SRXN1,ENSG00000271303
19058,SS18,ENSG00000141380
19059,SS18L1,ENSG00000184402
19060,SS18L2,ENSG00000008324
19061,SSB,ENSG00000138385
19062,SSBP1,ENSG00000106028
19063,SSBP2,ENSG00000145687
19064,SSBP3,ENSG00000157216
19065,SSBP3-AS1,ENSG00000198711
19066,SSBP4,ENSG00000130511
19067,SSC4D,ENSG00000146700
19068,SSC5D,ENSG00000179954
19069,SSFA2,ENSG00000138434
19070,SSH1,ENSG00000084112
19071,SSH2,ENSG00000141298
19072,SSH3,ENSG00000172830
19073,SSMEM1,ENSG00000165120
19074,SSNA1,ENSG00000176101
19075,SSPN,ENSG00000123096
19076,SSPO,ENSG00000197558
19077,SSR1,ENSG00000124783
19078,SSR2,ENSG00000163479
19079,SSR3,ENSG00000114850
19080,SSR4,ENSG00000180879
19081,SSRP1,ENSG00000149136
19082,SSSCA1,ENSG00000173465
19083,SSTR1,ENSG00000139874
19084,SSTR2,ENSG00000180616
19085,SSTR3,ENSG00000278195
19086,SSTR5,ENSG00000162009
19087,SSU72,ENSG00000160075
19088,SSUH2,ENSG00000125046
19089,SSX2IP,ENSG00000117155
19090,ST13,ENSG00000100380
19091,ST14,ENSG00000149418
19092,ST18,ENSG00000147488
19093,ST20,ENSG00000180953
19094,ST20-AS1,ENSG00000259642
19095,ST20-MTHFS,ENSG00000259332
19096,ST3GAL1,ENSG00000008513
19097,ST3GAL2,ENSG00000157350
19098,ST3GAL3,ENSG00000126091
19099,ST3GAL4,ENSG00000110080
19100,ST3GAL4-AS1,ENSG00000280832
19101,ST3GAL5,ENSG00000115525
19102,ST3GAL5-AS1,ENSG00000232504
19103,ST3GAL6,ENSG00000064225
19104,ST3GAL6-AS1,ENSG00000239445
19105,ST5,ENSG00000166444
19106,ST6GAL1,ENSG00000073849
19107,ST6GAL2,ENSG00000144057
19108,ST6GALNAC1,ENSG00000070526
19109,ST6GALNAC2,ENSG00000070731
19110,ST6GALNAC3,ENSG00000184005
19111,ST6GALNAC4,ENSG00000136840
19112,ST6GALNAC5,ENSG00000117069
19113,ST6GALNAC6,ENSG00000160408
19114,ST7,ENSG00000004866
19115,ST7-AS1,ENSG00000227199
19116,ST7-AS2,ENSG00000226367
19117,ST7L,ENSG00000007341
19118,ST8SIA1,ENSG00000111728
19119,ST8SIA4,ENSG00000113532
19120,ST8SIA5,ENSG00000101638
19121,ST8SIA6,ENSG00000148488
19122,ST8SIA6-AS1,ENSG00000204832
19123,STAB1,ENSG00000010327
19124,STAB2,ENSG00000136011
19125,STAC,ENSG00000144681
19126,STAC2,ENSG00000141750
19127,STAC3,ENSG00000185482
19128,STAG1,ENSG00000118007
19129,STAG2,ENSG00000101972
19130,STAG3,ENSG00000066923
19131,STAM,ENSG00000136738
19132,STAM-AS1,ENSG00000260589
19133,STAM2,ENSG00000115145
19134,STAMBP,ENSG00000124356
19135,STAMBPL1,ENSG00000138134
19136,STAP1,ENSG00000035720
19137,STAP2,ENSG00000178078
19138,STAR,ENSG00000147465
19139,STARD10,ENSG00000214530
19140,STARD13,ENSG00000133121
19141,STARD3,ENSG00000131748
19142,STARD3NL,ENSG00000010270
19143,STARD4,ENSG00000164211
19144,STARD4-AS1,ENSG00000246859
19145,STARD5,ENSG00000172345
19146,STARD6,ENSG00000174448
19147,STARD7,ENSG00000084090
19148,STARD8,ENSG00000130052
19149,STARD9,ENSG00000159433
19150,STAT1,ENSG00000115415
19151,STAT2,ENSG00000170581
19152,STAT3,ENSG00000168610
19153,STAT4,ENSG00000138378
19154,STAT5A,ENSG00000126561
19155,STAT5B,ENSG00000173757
19156,STAT6,ENSG00000166888
19157,STAU1,ENSG00000124214
19158,STAU2,ENSG00000040341
19159,STAU2-AS1,ENSG00000253302
19160,STBD1,ENSG00000118804
19161,STC1,ENSG00000159167
19162,STC2,ENSG00000113739
19163,STEAP1,ENSG00000164647
19164,STEAP1B,ENSG00000105889
19165,STEAP2,ENSG00000157214
19166,STEAP3,ENSG00000115107
19167,STEAP3-AS1,ENSG00000229867
19168,STEAP4,ENSG00000127954
19169,STIL,ENSG00000123473
19170,STIM1,ENSG00000167323
19171,STIM2,ENSG00000109689
19172,STIP1,ENSG00000168439
19173,STK10,ENSG00000072786
19174,STK11,ENSG00000118046
19175,STK11IP,ENSG00000144589
19176,STK16,ENSG00000115661
19177,STK17A,ENSG00000164543
19178,STK17B,ENSG00000081320
19179,STK19,ENSG00000204344
19180,STK24,ENSG00000102572
19181,STK24-AS1,ENSG00000224418
19182,STK25,ENSG00000115694
19183,STK26,ENSG00000134602
19184,STK3,ENSG00000104375
19185,STK31,ENSG00000196335
19186,STK32A,ENSG00000169302
19187,STK32B,ENSG00000152953
19188,STK32C,ENSG00000165752
19189,STK33,ENSG00000130413
19190,STK35,ENSG00000125834
19191,STK36,ENSG00000163482
19192,STK38,ENSG00000112079
19193,STK38L,ENSG00000211455
19194,STK39,ENSG00000198648
19195,STK4,ENSG00000101109
19196,STK4-AS1,ENSG00000227477
19197,STK40,ENSG00000196182
19198,STKLD1,ENSG00000198870
19199,STMN1,ENSG00000117632
19200,STMN2,ENSG00000104435
19201,STMN3,ENSG00000197457
19202,STMN4,ENSG00000015592
19203,STMND1,ENSG00000230873
19204,STOM,ENSG00000148175
19205,STOML1,ENSG00000067221
19206,STOML2,ENSG00000165283
19207,STON1,ENSG00000243244
19208,STON1-GTF2A1L,ENSG00000068781
19209,STON2,ENSG00000140022
19210,STOX1,ENSG00000165730
19211,STOX2,ENSG00000173320
19212,STPG1,ENSG00000001460
19213,STPG2,ENSG00000163116
19214,STPG2-AS1,ENSG00000251620
19215,STRA13,ENSG00000169689
19216,STRA6,ENSG00000137868
19217,STRADA,ENSG00000266173
19218,STRADB,ENSG00000082146
19219,STRAP,ENSG00000023734
19220,STRBP,ENSG00000165209
19221,STRC,ENSG00000242866
19222,STRIP1,ENSG00000143093
19223,STRIP2,ENSG00000128578
19224,STRN,ENSG00000115808
19225,STRN3,ENSG00000196792
19226,STRN4,ENSG00000090372
19227,STS,ENSG00000101846
19228,STT3A,ENSG00000134910
19229,STT3B,ENSG00000163527
19230,STUB1,ENSG00000103266
19231,STX10,ENSG00000104915
19232,STX11,ENSG00000135604
19233,STX12,ENSG00000117758
19234,STX16,ENSG00000124222
19235,STX16-NPEPL1,ENSG00000254995
19236,STX17,ENSG00000136874
19237,STX17-AS1,ENSG00000255145
19238,STX18,ENSG00000168818
19239,STX18-AS1,ENSG00000247708
19240,STX19,ENSG00000178750
19241,STX1A,ENSG00000106089
19242,STX1B,ENSG00000099365
19243,STX2,ENSG00000111450
19244,STX3,ENSG00000166900
19245,STX4,ENSG00000103496
19246,STX5,ENSG00000162236
19247,STX6,ENSG00000135823
19248,STX7,ENSG00000079950
19249,STX8,ENSG00000170310
19250,STXBP1,ENSG00000136854
19251,STXBP2,ENSG00000076944
19252,STXBP3,ENSG00000116266
19253,STXBP4,ENSG00000166263
19254,STXBP5,ENSG00000164506
19255,STXBP5-AS1,ENSG00000233452
19256,STXBP5L,ENSG00000145087
19257,STXBP6,ENSG00000168952
19258,STYK1,ENSG00000060140
19259,STYX,ENSG00000198252
19260,STYXL1,ENSG00000127952
19261,SUB1,ENSG00000113387
19262,SUCLA2,ENSG00000136143
19263,SUCLA2-AS1,ENSG00000227848
19264,SUCLG1,ENSG00000163541
19265,SUCLG2,ENSG00000172340
19266,SUCLG2-AS1,ENSG00000241316
19267,SUCNR1,ENSG00000198829
19268,SUCO,ENSG00000094975
19269,SUDS3,ENSG00000111707
19270,SUFU,ENSG00000107882
19271,SUGCT,ENSG00000175600
19272,SUGP1,ENSG00000105705
19273,SUGP2,ENSG00000064607
19274,SUGT1,ENSG00000165416
19275,SULF1,ENSG00000137573
19276,SULF2,ENSG00000196562
19277,SULT1A1,ENSG00000196502
19278,SULT1A2,ENSG00000197165
19279,SULT1A3,ENSG00000261052
19280,SULT1A4,ENSG00000213648
19281,SULT1B1,ENSG00000173597
19282,SULT1C2,ENSG00000198203
19283,SULT1C4,ENSG00000198075
19284,SULT1E1,ENSG00000109193
19285,SULT2A1,ENSG00000105398
19286,SULT2B1,ENSG00000088002
19287,SUMF1,ENSG00000144455
19288,SUMF2,ENSG00000129103
19289,SUMO1,ENSG00000116030
19290,SUMO2,ENSG00000188612
19291,SUMO3,ENSG00000184900
19292,SUMO4,ENSG00000177688
19293,SUN1,ENSG00000164828
19294,SUN2,ENSG00000100242
19295,SUN3,ENSG00000164744
19296,SUOX,ENSG00000139531
19297,SUPT16H,ENSG00000092201
19298,SUPT20H,ENSG00000102710
19299,SUPT3H,ENSG00000196284
19300,SUPT4H1,ENSG00000213246
19301,SUPT5H,ENSG00000196235
19302,SUPT6H,ENSG00000109111
19303,SUPT7L,ENSG00000119760
19304,SUPV3L1,ENSG00000156502
19305,SURF1,ENSG00000148290
19306,SURF2,ENSG00000148291
19307,SURF4,ENSG00000148248
19308,SURF6,ENSG00000148296
19309,SUSD1,ENSG00000106868
19310,SUSD2,ENSG00000099994
19311,SUSD3,ENSG00000157303
19312,SUSD4,ENSG00000143502
19313,SUSD5,ENSG00000173705
19314,SUSD6,ENSG00000100647
19315,SUV39H1,ENSG00000101945
19316,SUV39H2,ENSG00000152455
19317,SUZ12,ENSG00000178691
19318,SV2A,ENSG00000159164
19319,SV2B,ENSG00000185518
19320,SV2C,ENSG00000122012
19321,SVBP,ENSG00000177868
19322,SVEP1,ENSG00000165124
19323,SVIL,ENSG00000197321
19324,SVIL-AS1,ENSG00000224597
19325,SVIP,ENSG00000198168
19326,SVOP,ENSG00000166111
19327,SVOPL,ENSG00000157703
19328,SWAP70,ENSG00000133789
19329,SWI5,ENSG00000175854
19330,SWSAP1,ENSG00000173928
19331,SWT1,ENSG00000116668
19332,SYAP1,ENSG00000169895
19333,SYBU,ENSG00000147642
19334,SYCE1,ENSG00000171772
19335,SYCE1L,ENSG00000205078
19336,SYCE2,ENSG00000161860
19337,SYCE3,ENSG00000217442
19338,SYCP2,ENSG00000196074
19339,SYCP2L,ENSG00000153157
19340,SYCP3,ENSG00000139351
19341,SYDE1,ENSG00000105137
19342,SYDE2,ENSG00000097096
19343,SYF2,ENSG00000117614
19344,SYK,ENSG00000165025
19345,SYMPK,ENSG00000125755
19346,SYN1,ENSG00000008056
19347,SYN2,ENSG00000157152
19348,SYN3,ENSG00000185666
19349,SYNC,ENSG00000162520
19350,SYNCRIP,ENSG00000135316
19351,SYNDIG1,ENSG00000101463
19352,SYNDIG1L,ENSG00000183379
19353,SYNE1,ENSG00000131018
19354,SYNE1-AS1,ENSG00000234577
19355,SYNE2,ENSG00000054654
19356,SYNE3,ENSG00000176438
19357,SYNE4,ENSG00000181392
19358,SYNGAP1,ENSG00000197283
19359,SYNGR1,ENSG00000100321
19360,SYNGR2,ENSG00000108639
19361,SYNGR3,ENSG00000127561
19362,SYNGR4,ENSG00000105467
19363,SYNJ1,ENSG00000159082
19364,SYNJ2,ENSG00000078269
19365,SYNJ2BP,ENSG00000213463
19366,SYNJ2BP-COX16,ENSG00000258644
19367,SYNM,ENSG00000182253
19368,SYNPO,ENSG00000171992
19369,SYNPO2,ENSG00000172403
19370,SYNPO2L,ENSG00000166317
19371,SYNRG,ENSG00000275066
19372,SYP,ENSG00000102003
19373,SYP-AS1,ENSG00000237341
19374,SYPL1,ENSG00000008282
19375,SYPL2,ENSG00000143028
19376,SYS1,ENSG00000204070
19377,SYS1-DBNDD2,ENSG00000254806
19378,SYT1,ENSG00000067715
19379,SYT10,ENSG00000110975
19380,SYT11,ENSG00000132718
19381,SYT12,ENSG00000173227
19382,SYT13,ENSG00000019505
19383,SYT14,ENSG00000143469
19384,SYT15,ENSG00000204176
19385,SYT16,ENSG00000139973
19386,SYT17,ENSG00000103528
19387,SYT2,ENSG00000143858
19388,SYT4,ENSG00000132872
19389,SYT5,ENSG00000129990
19390,SYT6,ENSG00000134207
19391,SYT7,ENSG00000011347
19392,SYT8,ENSG00000149043
19393,SYT9,ENSG00000170743
19394,SYTL1,ENSG00000142765
19395,SYTL2,ENSG00000137501
19396,SYTL3,ENSG00000164674
19397,SYTL4,ENSG00000102362
19398,SYTL5,ENSG00000147041
19399,SYVN1,ENSG00000162298
19400,SZRD1,ENSG00000055070
19401,SZT2,ENSG00000198198
19402,SZT2-AS1,ENSG00000229372
19403,TAB1,ENSG00000100324
19404,TAB2,ENSG00000055208
19405,TAB3,ENSG00000157625
19406,TAB3-AS1,ENSG00000231542
19407,TAB3-AS2,ENSG00000235512
19408,TAC1,ENSG00000006128
19409,TAC3,ENSG00000166863
19410,TAC4,ENSG00000176358
19411,TACC1,ENSG00000147526
19412,TACC2,ENSG00000138162
19413,TACC3,ENSG00000013810
19414,TACO1,ENSG00000136463
19415,TACR1,ENSG00000115353
19416,TACR2,ENSG00000075073
19417,TACSTD2,ENSG00000184292
19418,TADA1,ENSG00000152382
19419,TADA2A,ENSG00000276234
19420,TADA2B,ENSG00000173011
19421,TADA3,ENSG00000171148
19422,TAF1,ENSG00000147133
19423,TAF10,ENSG00000166337
19424,TAF11,ENSG00000064995
19425,TAF12,ENSG00000120656
19426,TAF13,ENSG00000197780
19427,TAF15,ENSG00000270647
19428,TAF1A,ENSG00000143498
19429,TAF1A-AS1,ENSG00000225265
19430,TAF1B,ENSG00000115750
19431,TAF1C,ENSG00000103168
19432,TAF1D,ENSG00000166012
19433,TAF1L,ENSG00000122728
19434,TAF2,ENSG00000064313
19435,TAF3,ENSG00000165632
19436,TAF4,ENSG00000130699
19437,TAF4B,ENSG00000141384
19438,TAF5,ENSG00000148835
19439,TAF5L,ENSG00000135801
19440,TAF6,ENSG00000106290
19441,TAF6L,ENSG00000162227
19442,TAF7,ENSG00000178913
19443,TAF7L,ENSG00000102387
19444,TAF8,ENSG00000137413
19445,TAF9,ENSG00000273841
19446,TAF9B,ENSG00000187325
19447,TAGAP,ENSG00000164691
19448,TAGLN,ENSG00000149591
19449,TAGLN2,ENSG00000158710
19450,TAGLN3,ENSG00000144834
19451,TAL1,ENSG00000162367
19452,TAL2,ENSG00000186051
19453,TALDO1,ENSG00000177156
19454,TAMM41,ENSG00000144559
19455,TANC1,ENSG00000115183
19456,TANC2,ENSG00000170921
19457,TANGO2,ENSG00000183597
19458,TANGO6,ENSG00000103047
19459,TANK,ENSG00000136560
19460,TAOK1,ENSG00000160551
19461,TAOK2,ENSG00000149930
19462,TAOK3,ENSG00000135090
19463,TAP1,ENSG00000168394
19464,TAP2,ENSG00000204267
19465,TAPBP,ENSG00000231925
19466,TAPBPL,ENSG00000139192
19467,TAPT1,ENSG00000169762
19468,TAPT1-AS1,ENSG00000263327
19469,TARBP1,ENSG00000059588
19470,TARBP2,ENSG00000139546
19471,TARDBP,ENSG00000120948
19472,TARID,ENSG00000227954
19473,TARS,ENSG00000113407
19474,TARS2,ENSG00000143374
19475,TARSL2,ENSG00000185418
19476,TAS1R1,ENSG00000173662
19477,TAS1R3,ENSG00000169962
19478,TAS2R10,ENSG00000121318
19479,TAS2R13,ENSG00000212128
19480,TAS2R14,ENSG00000212127
19481,TAS2R19,ENSG00000212124
19482,TAS2R20,ENSG00000255837
19483,TAS2R3,ENSG00000127362
19484,TAS2R30,ENSG00000256188
19485,TAS2R31,ENSG00000256436
19486,TAS2R4,ENSG00000127364
19487,TAS2R43,ENSG00000255374
19488,TAS2R46,ENSG00000226761
19489,TAS2R5,ENSG00000127366
19490,TAS2R50,ENSG00000212126
19491,TAS2R60,ENSG00000185899
19492,TASP1,ENSG00000089123
19493,TAT,ENSG00000198650
19494,TAT-AS1,ENSG00000260886
19495,TATDN1,ENSG00000147687
19496,TATDN2,ENSG00000157014
19497,TATDN3,ENSG00000203705
19498,TAX1BP1,ENSG00000106052
19499,TAX1BP3,ENSG00000213977
19500,TAZ,ENSG00000102125
19501,TBATA,ENSG00000166220
19502,TBC1D1,ENSG00000065882
19503,TBC1D10A,ENSG00000099992
19504,TBC1D10B,ENSG00000169221
19505,TBC1D10C,ENSG00000175463
19506,TBC1D12,ENSG00000108239
19507,TBC1D13,ENSG00000107021
19508,TBC1D14,ENSG00000132405
19509,TBC1D15,ENSG00000121749
19510,TBC1D16,ENSG00000167291
19511,TBC1D17,ENSG00000104946
19512,TBC1D19,ENSG00000109680
19513,TBC1D2,ENSG00000095383
19514,TBC1D20,ENSG00000125875
19515,TBC1D22A,ENSG00000054611
19516,TBC1D22B,ENSG00000065491
19517,TBC1D23,ENSG00000036054
19518,TBC1D24,ENSG00000162065
19519,TBC1D25,ENSG00000068354
19520,TBC1D26,ENSG00000255104
19521,TBC1D29,ENSG00000266733
19522,TBC1D2B,ENSG00000167202
19523,TBC1D30,ENSG00000111490
19524,TBC1D31,ENSG00000156787
19525,TBC1D32,ENSG00000146350
19526,TBC1D3D,ENSG00000274419
19527,TBC1D3I,ENSG00000274933
19528,TBC1D3L,ENSG00000274512
19529,TBC1D4,ENSG00000136111
19530,TBC1D5,ENSG00000131374
19531,TBC1D7,ENSG00000145979
19532,TBC1D8,ENSG00000204634
19533,TBC1D8B,ENSG00000133138
19534,TBC1D9,ENSG00000109436
19535,TBC1D9B,ENSG00000197226
19536,TBCA,ENSG00000171530
19537,TBCB,ENSG00000105254
19538,TBCC,ENSG00000124659
19539,TBCCD1,ENSG00000113838
19540,TBCD,ENSG00000141556
19541,TBCE,ENSG00000116957
19542,TBCEL,ENSG00000154114
19543,TBCK,ENSG00000145348
19544,TBK1,ENSG00000183735
19545,TBKBP1,ENSG00000198933
19546,TBL1X,ENSG00000101849
19547,TBL1XR1,ENSG00000177565
19548,TBL2,ENSG00000106638
19549,TBL3,ENSG00000183751
19550,TBP,ENSG00000112592
19551,TBPL1,ENSG00000028839
19552,TBPL2,ENSG00000182521
19553,TBR1,ENSG00000136535
19554,TBRG1,ENSG00000154144
19555,TBRG4,ENSG00000136270
19556,TBX1,ENSG00000184058
19557,TBX15,ENSG00000092607
19558,TBX18,ENSG00000112837
19559,TBX19,ENSG00000143178
19560,TBX2,ENSG00000121068
19561,TBX2-AS1,ENSG00000267280
19562,TBX20,ENSG00000164532
19563,TBX21,ENSG00000073861
19564,TBX22,ENSG00000122145
19565,TBX3,ENSG00000135111
19566,TBX4,ENSG00000121075
19567,TBX5,ENSG00000089225
19568,TBX5-AS1,ENSG00000255399
19569,TBX6,ENSG00000149922
19570,TBXA2R,ENSG00000006638
19571,TBXAS1,ENSG00000059377
19572,TC2N,ENSG00000165929
19573,TCAF1,ENSG00000198420
19574,TCAF2,ENSG00000170379
19575,TCAIM,ENSG00000179152
19576,TCAP,ENSG00000173991
19577,TCEA1,ENSG00000187735
19578,TCEA2,ENSG00000171703
19579,TCEA3,ENSG00000204219
19580,TCEAL1,ENSG00000172465
19581,TCEAL2,ENSG00000184905
19582,TCEAL3,ENSG00000196507
19583,TCEAL3-AS1,ENSG00000224031
19584,TCEAL4,ENSG00000133142
19585,TCEAL5,ENSG00000204065
19586,TCEAL6,ENSG00000204071
19587,TCEAL7,ENSG00000182916
19588,TCEAL8,ENSG00000180964
19589,TCEANC,ENSG00000176896
19590,TCEANC2,ENSG00000116205
19591,TCEB1,ENSG00000154582
19592,TCEB2,ENSG00000103363
19593,TCEB3,ENSG00000011007
19594,TCEB3-AS1,ENSG00000236810
19595,TCERG1,ENSG00000113649
19596,TCERG1L,ENSG00000176769
19597,TCF12,ENSG00000140262
19598,TCF15,ENSG00000125878
19599,TCF19,ENSG00000137310
19600,TCF20,ENSG00000100207
19601,TCF21,ENSG00000118526
19602,TCF23,ENSG00000163792
19603,TCF25,ENSG00000141002
19604,TCF3,ENSG00000071564
19605,TCF4,ENSG00000196628
19606,TCF4-AS2,ENSG00000267402
19607,TCF7,ENSG00000081059
19608,TCF7L1,ENSG00000152284
19609,TCF7L2,ENSG00000148737
19610,TCFL5,ENSG00000101190
19611,TCHH,ENSG00000159450
19612,TCHP,ENSG00000139437
19613,TCIRG1,ENSG00000110719
19614,TCL1A,ENSG00000100721
19615,TCL1B,ENSG00000213231
19616,TCN1,ENSG00000134827
19617,TCN2,ENSG00000185339
19618,TCOF1,ENSG00000070814
19619,TCP1,ENSG00000120438
19620,TCP10,ENSG00000203690
19621,TCP10L,ENSG00000242220
19622,TCP10L2,ENSG00000166984
19623,TCP11,ENSG00000124678
19624,TCP11L1,ENSG00000176148
19625,TCP11L2,ENSG00000166046
19626,TCTA,ENSG00000145022
19627,TCTE1,ENSG00000146221
19628,TCTE3,ENSG00000184786
19629,TCTEX1D1,ENSG00000152760
19630,TCTEX1D2,ENSG00000213123
19631,TCTEX1D4,ENSG00000188396
19632,TCTN1,ENSG00000204852
19633,TCTN2,ENSG00000168778
19634,TCTN3,ENSG00000119977
19635,TDG,ENSG00000139372
19636,TDGF1,ENSG00000241186
19637,TDO2,ENSG00000151790
19638,TDP1,ENSG00000042088
19639,TDP2,ENSG00000111802
19640,TDRD1,ENSG00000095627
19641,TDRD10,ENSG00000163239
19642,TDRD12,ENSG00000173809
19643,TDRD15,ENSG00000218819
19644,TDRD3,ENSG00000083544
19645,TDRD6,ENSG00000180113
19646,TDRD7,ENSG00000196116
19647,TDRD9,ENSG00000156414
19648,TDRKH,ENSG00000182134
19649,TDRP,ENSG00000180190
19650,TEAD1,ENSG00000187079
19651,TEAD2,ENSG00000074219
19652,TEAD3,ENSG00000007866
19653,TEAD4,ENSG00000197905
19654,TEC,ENSG00000135605
19655,TECPR1,ENSG00000205356
19656,TECPR2,ENSG00000196663
19657,TECR,ENSG00000099797
19658,TECRL,ENSG00000205678
19659,TECTA,ENSG00000109927
19660,TEDDM1,ENSG00000203730
19661,TEF,ENSG00000167074
19662,TEFM,ENSG00000172171
19663,TEK,ENSG00000120156
19664,TEKT1,ENSG00000167858
19665,TEKT2,ENSG00000092850
19666,TEKT3,ENSG00000125409
19667,TEKT4,ENSG00000163060
19668,TEKT5,ENSG00000153060
19669,TELO2,ENSG00000100726
19670,TEN1,ENSG00000257949
19671,TENM1,ENSG00000009694
19672,TENM2,ENSG00000145934
19673,TENM3,ENSG00000218336
19674,TENM4,ENSG00000149256
19675,TEP1,ENSG00000129566
19676,TEPP,ENSG00000159648
19677,TERC,ENSG00000270141
19678,TERF1,ENSG00000147601
19679,TERF2,ENSG00000132604
19680,TERF2IP,ENSG00000166848
19681,TERT,ENSG00000164362
19682,TES,ENSG00000135269
19683,TESC,ENSG00000088992
19684,TESK1,ENSG00000107140
19685,TESK2,ENSG00000070759
19686,TESPA1,ENSG00000135426
19687,TET1,ENSG00000138336
19688,TET2,ENSG00000168769
19689,TET2-AS1,ENSG00000251586
19690,TET3,ENSG00000187605
19691,TEX10,ENSG00000136891
19692,TEX11,ENSG00000120498
19693,TEX12,ENSG00000150783
19694,TEX13D,ENSG00000282419
19695,TEX14,ENSG00000121101
19696,TEX15,ENSG00000133863
19697,TEX2,ENSG00000136478
19698,TEX22,ENSG00000226174
19699,TEX26,ENSG00000175664
19700,TEX26-AS1,ENSG00000224743
19701,TEX261,ENSG00000144043
19702,TEX264,ENSG00000164081
19703,TEX28,ENSG00000278057
19704,TEX29,ENSG00000153495
19705,TEX30,ENSG00000151287
19706,TEX35,ENSG00000240021
19707,TEX38,ENSG00000186118
19708,TEX40,ENSG00000219435
19709,TEX41,ENSG00000226674
19710,TEX43,ENSG00000196900
19711,TEX9,ENSG00000151575
19712,TF,ENSG00000091513
19713,TFAM,ENSG00000108064
19714,TFAP2A,ENSG00000137203
19715,TFAP2A-AS1,ENSG00000229950
19716,TFAP2C,ENSG00000087510
19717,TFAP2E,ENSG00000116819
19718,TFAP4,ENSG00000090447
19719,TFB1M,ENSG00000029639
19720,TFB2M,ENSG00000162851
19721,TFCP2,ENSG00000135457
19722,TFCP2L1,ENSG00000115112
19723,TFDP1,ENSG00000198176
19724,TFDP2,ENSG00000114126
19725,TFE3,ENSG00000068323
19726,TFEB,ENSG00000112561
19727,TFEC,ENSG00000105967
19728,TFF1,ENSG00000160182
19729,TFF3,ENSG00000160180
19730,TFG,ENSG00000114354
19731,TFIP11,ENSG00000100109
19732,TFPI,ENSG00000003436
19733,TFPI2,ENSG00000105825
19734,TFPT,ENSG00000105619
19735,TFR2,ENSG00000106327
19736,TFRC,ENSG00000072274
19737,TG,ENSG00000042832
19738,TGDS,ENSG00000088451
19739,TGFA,ENSG00000163235
19740,TGFB1,ENSG00000105329
19741,TGFB1I1,ENSG00000140682
19742,TGFB2,ENSG00000092969
19743,TGFB2-AS1,ENSG00000232480
19744,TGFB3,ENSG00000119699
19745,TGFBI,ENSG00000120708
19746,TGFBR1,ENSG00000106799
19747,TGFBR2,ENSG00000163513
19748,TGFBR3,ENSG00000069702
19749,TGFBR3L,ENSG00000260001
19750,TGFBRAP1,ENSG00000135966
